MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
272,male,group A,some college,free/reduced,none,52,55,50
940,male,group C,associate's degree,free/reduced,completed,58,52,51
525,male,group C,associate's degree,standard,none,77,72,71
341,female,group B,high school,free/reduced,completed,78,79,86
986,male,group B,bachelor's degree,standard,completed,68,63,63
614,female,group C,some college,standard,none,64,83,80
446,female,group C,bachelor's degree,standard,none,45,60,60
772,female,group E,master's degree,free/reduced,none,80,88,92
970,male,group D,high school,free/reduced,none,72,59,64
577,female,group C,bachelor's degree,free/reduced,none,40,64,60
569,male,group C,some college,standard,completed,77,72,74
971,male,group D,high school,standard,completed,70,70,69
706,female,group D,high school,standard,none,56,63,57
187,female,group B,some college,free/reduced,completed,63,78,76
389,male,group E,some college,free/reduced,none,79,65,65
683,female,group D,associate's degree,standard,none,48,62,63
506,female,group D,some high school,standard,none,61,67,72
68,female,group D,bachelor's degree,standard,none,44,57,62
695,male,group A,some high school,standard,none,68,58,60
71,male,group C,associate's degree,standard,completed,89,97,93
104,female,group B,bachelor's degree,free/reduced,none,42,61,57
603,female,group C,some high school,free/reduced,none,53,68,64
721,male,group C,high school,standard,none,75,73,76
102,female,group E,bachelor's degree,standard,completed,97,96,100
284,female,group E,some college,standard,completed,94,100,100
227,male,group A,some college,free/reduced,none,67,72,65
916,female,group D,some high school,standard,none,46,73,68
829,female,group D,high school,free/reduced,none,47,59,62
377,female,group C,high school,free/reduced,none,40,41,47
159,female,group C,some college,standard,none,66,79,80
4,female,group D,some high school,standard,none,53,65,56
237,female,group B,bachelor's degree,standard,none,60,63,59
220,female,group C,some high school,standard,completed,62,73,76
825,male,group C,associate's degree,standard,none,68,60,58
321,female,group C,bachelor's degree,free/reduced,none,64,76,75
462,female,group B,high school,standard,none,61,72,68
301,male,group E,high school,free/reduced,completed,65,51,52
466,male,group D,bachelor's degree,standard,none,65,55,57
401,female,group C,associate's degree,standard,none,73,87,89
885,male,group D,some high school,free/reduced,none,76,69,68
140,female,group A,some college,standard,none,78,76,77
271,female,group B,bachelor's degree,standard,completed,81,86,96
520,female,group E,some college,standard,none,79,87,81
426,female,group D,some high school,free/reduced,none,49,58,60
711,male,group C,some high school,free/reduced,none,50,48,47
582,male,group D,some college,standard,completed,83,79,78
368,female,group D,some college,standard,none,80,87,88
528,male,group E,some college,free/reduced,completed,78,85,79
123,male,group C,associate's degree,free/reduced,none,79,81,76
526,male,group E,associate's degree,standard,none,83,73,71
205,male,group D,associate's degree,free/reduced,none,57,57,58
631,female,group E,some college,standard,completed,70,73,74
226,male,group C,master's degree,standard,completed,69,63,72
851,female,group B,some high school,standard,completed,67,74,75
539,male,group E,bachelor's degree,standard,none,80,71,68
824,male,group D,high school,standard,completed,66,66,66
654,male,group C,high school,standard,none,70,58,59
394,female,group C,associate's degree,standard,none,75,91,85
826,male,group C,some college,standard,none,70,59,45
46,male,group D,some high school,standard,completed,80,74,78
837,female,group C,high school,standard,completed,61,66,67
480,female,group D,associate's degree,standard,none,89,93,93
309,female,group A,bachelor's degree,standard,completed,71,82,91
503,female,group D,high school,free/reduced,none,65,70,71
286,male,group C,high school,standard,none,47,50,42
959,male,group B,high school,standard,none,64,57,51
338,male,group C,master's degree,free/reduced,none,53,49,51
52,male,group E,high school,free/reduced,none,74,65,58
378,male,group C,some high school,free/reduced,none,28,19,16
90,female,group C,bachelor's degree,standard,none,65,72,74
768,female,group E,high school,standard,none,93,87,87
777,female,group B,some college,standard,none,72,83,77
422,female,group D,master's degree,free/reduced,completed,47,58,67
554,male,group C,some college,standard,completed,64,64,68
121,female,group B,associate's degree,free/reduced,none,58,61,57
210,male,group B,master's degree,free/reduced,none,57,56,57
6,male,group C,associate's degree,free/reduced,none,81,78,75
839,male,group E,high school,standard,none,77,69,61
722,male,group A,high school,free/reduced,none,66,58,58
940,male,group C,some college,free/reduced,none,62,52,52
685,male,group C,some college,standard,none,73,68,71
725,female,group C,some college,standard,none,84,97,90
461,female,group D,some high school,standard,completed,75,84,84
784,male,group C,bachelor's degree,free/reduced,none,73,67,65
470,male,group C,high school,standard,none,59,61,59
217,male,group B,some high school,free/reduced,none,51,51,50
328,female,group E,some college,free/reduced,none,55,67,61
799,female,group C,some college,standard,none,87,100,95
992,male,group B,associate's degree,free/reduced,completed,67,81,75
286,male,group C,some college,standard,none,69,60,58
26,male,group D,high school,free/reduced,none,40,46,37
155,male,group C,some college,standard,none,89,93,84
920,male,group E,some college,standard,completed,87,85,77
950,female,group C,some college,standard,none,48,66,66
49,male,group D,some college,standard,completed,87,81,87
322,female,group B,some college,standard,none,67,73,72
998,female,group B,some college,free/reduced,none,54,67,63
762,female,group E,some college,standard,completed,100,96,100
173,male,group B,bachelor's degree,standard,none,95,91,85
241,male,group B,some high school,free/reduced,completed,64,67,72
525,female,group C,high school,standard,completed,65,75,74
515,male,group A,associate's degree,standard,none,78,70,72
11,male,group E,master's degree,free/reduced,none,84,80,77
763,male,group C,some high school,free/reduced,none,56,49,51
675,male,group A,associate's degree,standard,none,68,64,67
644,female,group B,some college,standard,completed,72,73,77
855,female,group D,some college,free/reduced,none,60,75,73
807,female,group D,some college,standard,none,53,59,61
48,male,group A,some college,standard,none,70,73,67
182,female,group C,some college,standard,completed,69,88,88
327,female,group C,some college,standard,none,71,78,68
914,male,group C,some high school,standard,completed,60,61,63
698,male,group A,high school,standard,completed,54,56,54
933,male,group E,some college,standard,completed,81,82,77
656,male,group E,associate's degree,free/reduced,completed,74,70,69
723,male,group C,bachelor's degree,standard,none,96,95,88
853,male,group D,high school,standard,none,65,64,56
181,male,group B,some college,standard,none,67,58,58
809,female,group B,bachelor's degree,free/reduced,completed,46,64,67
834,female,group C,some high school,standard,completed,49,56,65
434,female,group B,bachelor's degree,free/reduced,none,61,75,70
822,female,group B,master's degree,free/reduced,none,49,57,66
161,female,group C,some college,free/reduced,none,74,88,82
783,male,group D,some college,free/reduced,completed,66,66,68
597,male,group B,some college,standard,completed,52,52,50
864,male,group D,high school,standard,none,87,80,80
543,male,group B,some high school,standard,none,65,57,53
913,male,group B,associate's degree,standard,completed,56,64,54
411,female,group B,high school,standard,none,54,71,69
580,male,group B,some college,standard,none,67,64,63
455,male,group E,some college,standard,none,82,73,71
571,female,group E,associate's degree,standard,completed,98,100,100
381,male,group D,some college,free/reduced,completed,87,76,82
853,female,group B,some college,free/reduced,completed,48,63,61
952,male,group B,some college,standard,completed,100,87,87
116,male,group B,bachelor's degree,standard,completed,70,62,65
120,female,group E,bachelor's degree,free/reduced,none,78,94,91
340,female,group C,high school,standard,none,85,94,92
221,male,group D,high school,standard,none,87,80,78
308,female,group D,high school,free/reduced,none,40,54,52
629,male,group D,associate's degree,standard,completed,87,80,83
474,male,group A,some high school,standard,none,78,74,70
192,male,group B,bachelor's degree,standard,completed,75,86,83
417,female,group E,associate's degree,standard,none,86,89,85
517,male,group C,some high school,free/reduced,none,49,55,46
75,male,group E,some college,standard,completed,86,76,72
184,male,group B,high school,standard,none,74,83,75
487,female,group C,some high school,standard,none,50,71,62
679,male,group D,master's degree,standard,none,81,77,71
357,male,group A,some college,standard,completed,61,63,61
860,female,group C,associate's degree,standard,none,89,92,91
565,male,group C,some college,standard,none,74,61,61
123,female,group D,bachelor's degree,standard,none,73,88,82
167,male,group A,some high school,standard,none,72,64,65
753,female,group D,some college,standard,none,64,63,71
137,female,group C,bachelor's degree,standard,none,62,79,68
463,male,group D,associate's degree,standard,completed,100,93,93
360,female,group C,some high school,free/reduced,none,50,58,57
321,male,group C,some college,standard,completed,45,46,42
13,male,group C,some college,standard,completed,60,58,59
749,female,group D,some college,free/reduced,completed,56,64,69
72,female,group D,associate's degree,standard,none,70,80,77
359,female,group C,high school,standard,completed,91,93,100
717,male,group C,some high school,standard,none,85,81,73
491,female,group D,some high school,standard,none,44,71,65
117,female,group C,bachelor's degree,standard,completed,96,99,97
906,male,group C,some college,standard,completed,52,57,57
14,male,group C,some high school,free/reduced,none,41,47,41
141,female,group D,bachelor's degree,free/reduced,none,75,91,84
908,female,group C,bachelor's degree,free/reduced,completed,69,78,82
877,male,group C,bachelor's degree,free/reduced,completed,78,77,78
369,male,group A,bachelor's degree,free/reduced,none,61,61,52
153,female,group E,high school,standard,completed,78,89,85
174,male,group B,associate's degree,standard,completed,84,87,87
247,male,group A,some high school,standard,completed,81,77,76
